               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 470,            0.012871,            0.011063,          0.00025082,             0.81842,             0.75625,             0.80804,             0.65759,            0.030803,            0.014176,          0.00095955,           0.0007138,           0.0007138,           0.0007138
                 471,            0.012827,            0.011011,          0.00024467,             0.81717,             0.75656,             0.80791,             0.65803,             0.03081,            0.014207,          0.00096725,            0.000694,            0.000694,            0.000694
                 472,            0.012748,            0.010964,          0.00024267,             0.81705,             0.75636,             0.80752,             0.65883,            0.030817,            0.014236,           0.0009692,           0.0006742,           0.0006742,           0.0006742
                 473,            0.012679,            0.010952,          0.00023166,             0.81939,             0.75582,             0.80772,             0.65939,            0.030838,            0.014267,            0.000973,           0.0006544,           0.0006544,           0.0006544
                 474,             0.01258,            0.010873,          0.00023151,             0.82119,             0.75638,              0.8085,             0.66034,            0.030839,             0.01429,          0.00097538,           0.0006346,           0.0006346,           0.0006346
                 475,            0.012542,            0.010791,          0.00022844,             0.82161,             0.75581,             0.80896,             0.66074,            0.030831,            0.014312,          0.00097629,           0.0006148,           0.0006148,           0.0006148
                 476,            0.012424,            0.010745,          0.00022928,             0.81831,             0.75714,             0.80905,             0.66105,            0.030824,            0.014342,           0.0009754,            0.000595,            0.000595,            0.000595
                 477,            0.012349,            0.010593,          0.00023283,             0.82495,             0.75113,             0.80905,             0.66194,            0.030813,            0.014375,          0.00097778,           0.0005752,           0.0005752,           0.0005752
                 478,            0.012281,            0.010566,          0.00022806,             0.82733,             0.75191,             0.80949,              0.6627,            0.030806,            0.014401,          0.00097771,           0.0005554,           0.0005554,           0.0005554
                 479,            0.012139,             0.01048,          0.00022221,              0.8271,             0.75185,             0.80901,             0.66341,            0.030809,            0.014427,          0.00098239,           0.0005356,           0.0005356,           0.0005356
                 480,            0.012134,            0.010452,          0.00022754,             0.82702,             0.75174,             0.80964,             0.66378,            0.030805,            0.014455,          0.00098857,           0.0005158,           0.0005158,           0.0005158
                 481,            0.012071,            0.010378,          0.00020999,             0.82851,             0.74999,             0.80967,             0.66441,             0.03081,            0.014482,          0.00099729,            0.000496,            0.000496,            0.000496
                 482,            0.011948,            0.010334,           0.0002265,             0.83006,             0.75042,             0.81012,             0.66491,            0.030823,            0.014513,           0.0010109,           0.0004762,           0.0004762,           0.0004762
                 483,            0.011822,            0.010226,          0.00021211,              0.8268,             0.75265,             0.80997,             0.66546,            0.030839,            0.014546,           0.0010291,           0.0004564,           0.0004564,           0.0004564
                 484,             0.01173,            0.010157,          0.00021456,             0.82965,             0.75243,             0.80993,             0.66569,            0.030842,            0.014584,           0.0010371,           0.0004366,           0.0004366,           0.0004366
                 485,            0.011622,            0.010075,          0.00021052,             0.82992,             0.75064,             0.80972,             0.66621,            0.030846,             0.01462,             0.00104,           0.0004168,           0.0004168,           0.0004168
                 486,            0.011573,            0.010015,          0.00021201,             0.83203,              0.7493,             0.81016,             0.66668,            0.030847,            0.014664,           0.0010425,            0.000397,            0.000397,            0.000397
                 487,            0.011522,           0.0099743,          0.00020188,             0.83227,             0.74924,             0.81063,             0.66719,             0.03084,             0.01471,           0.0010461,           0.0003772,           0.0003772,           0.0003772
                 488,            0.011398,           0.0098805,          0.00019951,             0.82696,              0.7535,              0.8109,             0.66775,            0.030845,             0.01475,           0.0010527,           0.0003574,           0.0003574,           0.0003574
                 489,            0.011319,           0.0098168,          0.00019274,             0.82246,             0.75783,             0.81134,             0.66846,            0.030848,            0.014791,           0.0010498,           0.0003376,           0.0003376,           0.0003376
                 490,            0.011218,           0.0097634,          0.00019956,             0.84006,             0.74232,             0.81145,             0.66894,            0.030853,            0.014835,           0.0010625,           0.0003178,           0.0003178,           0.0003178
                 491,            0.011166,           0.0096753,          0.00019526,             0.84313,             0.74123,             0.81143,             0.66959,             0.03086,            0.014881,           0.0010685,            0.000298,            0.000298,            0.000298
                 492,             0.01111,           0.0096531,          0.00020006,             0.83418,             0.74963,             0.81209,             0.67017,            0.030863,            0.014931,           0.0010697,           0.0002782,           0.0002782,           0.0002782
                 493,            0.010967,           0.0095589,          0.00018847,             0.83778,             0.74734,             0.81255,              0.6708,            0.030867,            0.014975,           0.0010698,           0.0002584,           0.0002584,           0.0002584
                 494,            0.010858,           0.0094708,          0.00018933,             0.83916,             0.74699,             0.81269,             0.67104,            0.030878,            0.015023,           0.0010738,           0.0002386,           0.0002386,           0.0002386
                 495,            0.010812,           0.0093902,          0.00018513,             0.83899,             0.74658,             0.81248,             0.67165,            0.030889,            0.015067,           0.0010756,           0.0002188,           0.0002188,           0.0002188
                 496,            0.010734,           0.0093478,          0.00017862,             0.83961,             0.74692,              0.8126,             0.67219,            0.030904,            0.015111,            0.001082,            0.000199,            0.000199,            0.000199
                 497,            0.010662,           0.0093023,          0.00017094,             0.84093,              0.7464,             0.81285,             0.67291,            0.030907,            0.015153,           0.0010956,           0.0001792,           0.0001792,           0.0001792
                 498,            0.010591,           0.0092068,          0.00017946,             0.84399,             0.74375,             0.81277,             0.67349,            0.030918,            0.015205,           0.0011068,           0.0001594,           0.0001594,           0.0001594
                 499,            0.010495,           0.0091742,          0.00017278,             0.84627,             0.74415,             0.81283,             0.67395,            0.030928,            0.015252,           0.0011156,           0.0001396,           0.0001396,           0.0001396
